Tract,INTPTLAT,INTPTLON
36047037500,+40.6876200,-073.9215167
36047116200,+40.6699382,-073.8850349
36047116600,+40.6745627,-073.8822052
36047040100,+40.6864591,-073.9127408
36047033100,+40.6641582,-073.9420074
36047058200,+40.5985399,-073.9592618
36047059800,+40.5878962,-073.9362265
36047060800,+40.5839493,-073.9490961
36047063200,+40.5997604,-073.9315683
36047064400,+40.6137965,-073.9424791
36047065800,+40.6080828,-073.9312005
36047066000,+40.6090466,-073.9280800
36047067000,+40.6127246,-073.9227642
36047069000,+40.6199654,-073.9206701
36047069200,+40.6236755,-073.9200888
36047035900,+40.6704331,-073.9238643
36047036001,+40.5757896,-073.9655591
36047036100,+40.6695662,-073.9199592
36047036300,+40.6721757,-073.9169923
36047051200,+40.6465522,-073.9633627
36047051300,+40.7117914,-073.9521631
36047052300,+40.7116633,-073.9588070
36047053100,+40.7007289,-073.9541697
36047053400,+40.6225826,-073.9628302
36047053900,+40.7026477,-073.9625584
36047054500,+40.7052376,-073.9652859
36047056600,+40.6028525,-073.9414035
36047057600,+40.5998731,-073.9475710
36047058000,+40.5990067,-073.9554539
36047029300,+40.6874968,-073.9329582
36047114400,+40.6728096,-073.8985527
36047119800,+40.6763145,-073.8943861
36047123700,+40.6967384,-073.9567404
36047150200,+40.6546407,-073.9812779
36047990100,+40.5649788,-074.0148235
36047152200,+40.6439736,-073.9671841
36047093600,+40.6487962,-073.9215837
36047095800,+40.6408221,-073.9116859
36047097400,+40.6469841,-073.8997658
36047099000,+40.6393703,-073.8985620
36047109800,+40.6526617,-073.9016506
36047115000,+40.6739223,-073.8865225
36047120000,+40.6748774,-073.8672723
36047016100,+40.6798885,-073.9731895
36047016400,+40.6067615,-074.0301151
36047016800,+40.6029654,-074.0172662
36047039400,+40.5984930,-073.9650691
36047031701,+40.6738669,-073.9501241
36047028502,+40.6974508,-073.9408850
36047029800,+40.6008233,-073.9879075
36047030000,+40.5974031,-073.9887444
36047032300,+40.6665474,-073.9550744
36047032500,+40.6672983,-073.9577655
36047032900,+40.6632636,-073.9484196
36047033900,+40.6712119,-073.9420151
36047034500,+40.6732278,-073.9336926
36047034700,+40.6726583,-073.9279722
36047009000,+40.6472568,-073.9972994
36047059402,+40.5946146,-073.9430181
36047059600,+40.5910968,-073.9400566
36047062200,+40.5849933,-073.9355825
36047063800,+40.6080740,-073.9403000
36047035000,+40.5775623,-073.9789488
36047066600,+40.5849540,-073.9185332
36047089200,+40.6632821,-073.9219229
36047092800,+40.6524793,-073.9117726
36047101600,+40.6433030,-073.8881409
36047101800,+40.6438530,-073.8866450
36047102000,+40.6383785,-073.8870181
36047107800,+40.6588417,-073.8759589
36047110600,+40.6573142,-073.8842981
36047038200,+40.5915250,-073.9814805
36047038900,+40.6994385,-073.9372349
36047043400,+40.6100424,-073.9769277
36047043500,+40.6953840,-073.9121802
36047043700,+40.6932450,-073.9084239
36047043900,+40.6974716,-073.9093087
36047044100,+40.7014228,-073.9140520
36047044400,+40.6157674,-073.9693220
36047045400,+40.6186826,-073.9650025
36047046201,+40.6276229,-073.9735164
36047046400,+40.6246553,-073.9783990
36047050000,+40.6482633,-073.9774137
36047077200,+40.6316094,-073.9531770
36047072200,+40.6319998,-073.9243888
36047073400,+40.6278153,-073.9374778
36047074400,+40.6223292,-073.9431173
36047075600,+40.6168562,-073.9479894
36047078600,+40.6344139,-073.9470626
36047082400,+40.6488473,-073.9493580
36047083800,+40.6417561,-073.9351350
36047037700,+40.6840883,-073.9201876
36047039600,+40.5973496,-073.9697067
36047040800,+40.6012012,-073.9791341
36047019200,+40.6284585,-073.9989281
36047006200,+40.6249110,-074.0304459
36047006500,+40.6790828,-073.9994592
36047001100,+40.6932903,-073.9877087
36047003500,+40.6853252,-073.9761803
36047024300,+40.6874555,-073.9528560
36047025902,+40.6969655,-073.9451536
36047027000,+40.6058611,-073.9899850
36047027300,+40.6810841,-073.9374383
36047027400,+40.6109495,-073.9952920
36047027500,+40.6838975,-073.9381789
36047028700,+40.6956353,-073.9354275
36047102400,+40.6329284,-073.8932756
36047098800,+40.6430019,-073.8973153
36047099200,+40.6374035,-073.9012845
36047101000,+40.6360282,-073.8949720
36047112400,+40.6660037,-073.8871536
36047112800,+40.6617411,-073.8921088
36047023500,+40.6925130,-073.9577849
36047024000,+40.6288316,-073.9931862
36047024100,+40.6922221,-073.9538035
36047025000,+40.6236257,-073.9958382
36047025400,+40.6166972,-073.9838448
36047025800,+40.6132884,-073.9874098
36047025901,+40.6949673,-073.9462243
36047026000,+40.6169171,-073.9923457
36047053800,+40.6181982,-073.9568350
36047052500,+40.7088833,-073.9599784
36047008200,+40.6508180,-074.0076889
36047008500,+40.6758570,-074.0064716
36047008600,+40.6479769,-074.0037438
36047019400,+40.6258369,-074.0011077
36047020400,+40.6233502,-074.0132239
36047020700,+40.6749547,-073.9666124
36047029500,+40.6845660,-073.9323759
36047030700,+40.6755830,-073.9262196
36047030900,+40.6761508,-073.9330036
36047031702,+40.6711930,-073.9503749
36047032700,+40.6626465,-073.9587961
36047033600,+40.5759997,-074.0084907
36047034000,+40.5723223,-073.9964764
36047052600,+40.6364701,-073.9666777
36047053500,+40.7061438,-073.9612198
36047054900,+40.7111707,-073.9657360
36047055200,+40.6083096,-073.9562588
36047059100,+40.7235304,-073.9429338
36047011600,+40.6358731,-074.0036488
36047011700,+40.6685626,-073.9933107
36047012200,+40.6381660,-074.0175772
36047012901,+40.6816880,-073.9785883
36047013900,+40.6679862,-073.9873365
36047014500,+40.6613671,-073.9949634
36047014800,+40.6167077,-074.0129610
36047016200,+40.6132236,-074.0313837
36047065000,+40.6199785,-073.9336466
36047058800,+40.5896217,-073.9585479
36047059300,+40.7259963,-073.9383333
36047064000,+40.6109971,-073.9402463
36047068800,+40.6172158,-073.9191004
36047075200,+40.6261531,-073.9525462
36047076400,+40.6319262,-073.9586448
36047077400,+40.6316800,-073.9476070
36047078200,+40.6378537,-073.9414429
36047079000,+40.6409778,-073.9536967
36047079200,+40.6447642,-073.9549107
36047079400,+40.6486053,-073.9552860
36047083600,+40.6371028,-073.9351273
36047085800,+40.6501596,-073.9389962
36047086200,+40.6502164,-073.9282257
36047088000,+40.6615193,-073.9310226
36047089800,+40.6627861,-073.9137077
36047091800,+40.6616527,-073.9045855
36047092000,+40.6585644,-073.9029876
36047093800,+40.6504469,-073.9245581
36047098200,+40.6509988,-073.8943666
36047094401,+40.6387430,-073.9229682
36047096600,+40.6406399,-073.9031420
36047100800,+40.6341331,-073.8980664
36047116400,+40.6705099,-073.8811822
36047116800,+40.6789908,-073.8825160
36047118202,+40.6886646,-073.8690021
36047119000,+40.6790596,-073.8716311
36047119600,+40.6758956,-073.8731634
36047120200,+40.6763414,-073.8643639
36047039700,+40.6889488,-073.9191404
36047039800,+40.5954468,-073.9755124
36047040500,+40.6815890,-073.9051763
36047040700,+40.6842987,-073.9012071
36047041000,+40.6009797,-073.9754514
36047042600,+40.6056750,-073.9801891
36047041200,+40.6041574,-073.9741916
36047041300,+40.6898146,-073.9106200
36047041402,+40.6024233,-073.9679363
36047041700,+40.6937625,-073.9179179
36047042200,+40.6068705,-073.9699923
36047042700,+40.7036832,-073.9271913
36047043600,+40.6131300,-073.9778573
36047035200,+40.5701691,-073.9788364
36047036501,+40.6750312,-073.9115136
36047036700,+40.6775646,-073.9046130
36047037000,+40.5878492,-073.9631650
36047038700,+40.6905393,-073.9277496
36047039200,+40.5958499,-073.9630396
36047009600,+40.6460153,-074.0057847
36047010200,+40.6392844,-074.0127872
36047011000,+40.6445789,-073.9927738
36047013400,+40.6295241,-074.0202705
36047044800,+40.6181311,-073.9732444
36047045000,+40.6217191,-073.9728701
36047045800,+40.6257017,-073.9690061
36047044000,+40.6130385,-073.9709770
36047042100,+40.6970293,-073.9240384
36047042500,+40.7014485,-073.9309587
36047043200,+40.6106815,-073.9806847
36047044700,+40.7066908,-073.9226186
36047045600,+40.6261630,-073.9666205
36047092200,+40.6552406,-073.9063497
36047094402,+40.6350816,-073.9207802
36047096400,+40.6419501,-073.9072687
36047013600,+40.6268984,-074.0225939
36047034300,+40.6735031,-073.9388376
36047038800,+40.5929248,-073.9692516
36047039500,+40.6929683,-073.9247375
36047039900,+40.6902356,-073.9175530
36047040200,+40.5960009,-073.9827234
36047040900,+40.6910811,-073.9046130
36047041600,+40.6024112,-073.9634864
36047040000,+40.5978088,-073.9761352
36047042300,+40.6990021,-073.9272887
36047042400,+40.6067483,-073.9760484
36047044200,+40.6123965,-073.9655936
36047045200,+40.6201742,-073.9681621
36047046202,+40.6245852,-073.9742281
36047047800,+40.6333984,-073.9788744
36047048000,+40.6302931,-073.9744922
36047048100,+40.7138604,-073.9384989
36047050600,+40.6489784,-073.9668581
36047051700,+40.7206502,-073.9545002
36047051800,+40.6379909,-073.9607951
36047052000,+40.6374454,-073.9641875
36047053200,+40.6262195,-073.9602546
36047054600,+40.6131411,-073.9531239
36047014200,+40.6225046,-074.0224901
36047015900,+40.6751934,-073.9730667
36047016700,+40.6642969,-073.9787754
36047003100,+40.6916128,-073.9776860
36047004300,+40.6882029,-073.9895993
36047005100,+40.6834950,-074.0034808
36047006900,+40.6852347,-073.9917012
36047117000,+40.6776000,-073.8861810
36047117201,+40.6808117,-073.8875149
36047117400,+40.6828584,-073.8797862
36047117602,+40.6862350,-073.8744475
36047122000,+40.6637638,-073.8628672
36047031300,+40.6765714,-073.9443030
36047101400,+40.6416626,-073.8906734
36047111800,+40.6687567,-073.8760180
36047115800,+40.6688809,-073.8921624
36047040300,+40.6845226,-073.9082094
36047042800,+40.6056458,-073.9843266
36047047000,+40.6255890,-073.9867507
36047019800,+40.6193594,-074.0066177
36047029700,+40.6812727,-073.9316176
36047033500,+40.6675941,-073.9423885
36047039100,+40.6997950,-073.9336550
36047086800,+40.6543124,-073.9297309
36047091600,+40.6591038,-073.9091012
36047101200,+40.6397265,-073.8936677
36047007200,+40.6402978,-074.0204135
36047010000,+40.6415355,-074.0104457
36047013800,+40.6243111,-074.0255174
36047028300,+40.6952563,-073.9404379
36047036900,+40.6796500,-073.9092283
36047100600,+40.6322533,-073.9008897
36047051100,+40.7075596,-073.9485791
36047051500,+40.7191277,-073.9505297
36047052700,+40.7084001,-073.9536948
36047052900,+40.7058715,-073.9545059
36047054700,+40.7085259,-073.9665937
36047055600,+40.6031609,-073.9594057
36047056400,+40.6069158,-073.9433735
36047057000,+40.5992668,-073.9368826
36047057900,+40.7352896,-073.9487303
36047058400,+40.5940748,-073.9586719
36047058600,+40.5945640,-073.9546136
36047000200,+40.6532475,-074.0110678
36047000700,+40.6923505,-073.9973434
36047067800,+40.6261489,-073.9227790
36047070202,+40.5935154,-073.8914194
36047072600,+40.6324139,-073.9338762
36047073800,+40.6224095,-073.9390772
36047077600,+40.6309255,-073.9411361
36047080200,+40.6576399,-073.9534407
36047086400,+40.6543390,-073.9238466
36047086600,+40.6563750,-073.9267616
36047087600,+40.6606478,-073.9357059
36047001300,+40.6976150,-073.9883586
36047002000,+40.6480407,-074.0159276
36047003600,+40.6346861,-074.0308979
36047003900,+40.6849013,-073.9808240
36047007500,+40.6812953,-073.9920163
36047007600,+40.6440836,-074.0146698
36047008400,+40.6538976,-074.0044859
36047099800,+40.6295432,-073.9094498
36047102200,+40.6364413,-073.8900106
36047102800,+40.6272716,-073.8952137
36047111000,+40.6605666,-073.8813618
36047112200,+40.6637279,-073.8859223
36047112600,+40.6648986,-073.8931118
36047114600,+40.6792066,-073.8923418
36047115200,+40.6732693,-073.8909301
36047026600,+40.6126303,-073.9903254
36047026800,+40.6104494,-073.9903619
36047028000,+40.6011057,-074.0073298
36047029400,+40.5942315,-074.0005814
36047033300,+40.6658373,-073.9425263
36047036002,+40.5763621,-073.9612376
36047038300,+40.6845246,-073.9262056
36047038500,+40.6874554,-073.9267891
36047039000,+40.5929693,-073.9644266
36047041100,+40.6878787,-073.9071509
36047042000,+40.6092377,-073.9643323
36047082000,+40.6534530,-073.9513097
36047070203,+40.6131853,-073.8602013
36047070600,+40.6124441,-073.8940807
36047080000,+40.6606860,-073.9537667
36047084800,+40.6464270,-073.9278611
36047086000,+40.6499865,-073.9329328
36047087200,+40.6536754,-073.9366498
36047116000,+40.6694195,-073.8885305
36047119200,+40.6771101,-073.8781574
36047019600,+40.6234234,-074.0041850
36047023400,+40.6338712,-073.9879406
36047081000,+40.6591131,-073.9445488
36047081400,+40.6536407,-073.9402380
36047085200,+40.6469734,-073.9382546
36047000100,+40.7002150,-073.9938089
36047000301,+40.6963723,-073.9973735
36047004900,+40.6879989,-073.9984362
36047005000,+40.6245708,-074.0488811
36047006000,+40.6220831,-074.0316042
36047006700,+40.6841759,-073.9972232
36047011400,+40.6394233,-073.9992118
36047011800,+40.6351044,-074.0114899
36047012700,+40.6817476,-073.9828507
36047013300,+40.6751825,-073.9813092
36047015500,+40.6705136,-073.9785613
36047017100,+40.6569638,-073.9768619
36047017400,+40.6035123,-074.0121070
36047018300,+40.6913760,-073.9714779
36047022000,+40.6361633,-073.9955594
36047022100,+40.6761670,-073.9543560
36047022400,+40.6405156,-073.9903118
36047023100,+40.6857866,-073.9608381
36047023600,+40.6321905,-073.9896876
36047024700,+40.6794431,-073.9492697
36047007000,+40.6381971,-074.0242975
36047010600,+40.6388746,-074.0060400
36047035700,+40.6680437,-073.9268441
36047090000,+40.6662474,-073.9198124
36047099600,+40.6334438,-073.9077878
36047061200,+40.5808755,-073.9493716
36047044500,+40.7050360,-073.9196716
36047047200,+40.6270361,-073.9841274
36047054400,+40.6132196,-073.9571904
36047068200,+40.6166469,-073.9241304
36047080600,+40.6616591,-073.9438615
36047085400,+40.6443465,-073.9438760
36047091000,+40.6657515,-073.9034065
36047017000,+40.6101331,-074.0126340
36047057100,+40.7247837,-073.9476188
36047070000,+40.6200459,-073.9067408
36047075800,+40.6164751,-073.9519619
36047084000,+40.6419943,-073.9312920
36047014700,+40.6598558,-073.9896720
36047021300,+40.6683548,-073.9604674
36047024600,+40.6181698,-073.9811393
36047030100,+40.6776216,-073.9162280
36047033000,+40.5801785,-073.9994354
36047021200,+40.6294745,-074.0058501
36047038100,+40.6810478,-073.9254263
36047040400,+40.6021856,-073.9854194
36047027600,+40.6108964,-073.9994890
36047038600,+40.5923495,-073.9751085
36047043000,+40.6092493,-073.9842020
36047048600,+40.6389191,-073.9784252
36047052800,+40.6308472,-073.9626086
36047055000,+40.6087339,-073.9523174
36047058900,+40.7300381,-073.9405430
36047026300,+40.6894684,-073.9451314
36047027900,+40.6897594,-073.9393446
36047028600,+40.5987718,-074.0019271
36047037100,+40.6802873,-073.9138395
36047037900,+40.6804989,-073.9193657
36047057800,+40.5994398,-073.9515127
36047059000,+40.5899909,-073.9546870
36047061600,+40.5767201,-073.9428777
36047065600,+40.6130109,-073.9349822
36047067200,+40.6187470,-073.9278042
36047070201,+40.6089645,-073.9081434
36047073000,+40.6262007,-073.9298489
36047029900,+40.6781448,-073.9257979
36047031100,+40.6764778,-073.9389551
36047031400,+40.5844904,-073.9943955
36047044300,+40.7033043,-073.9166863
36047044600,+40.6152294,-073.9760576
36047045300,+40.7065844,-073.9289569
36047048800,+40.6404769,-073.9762086
36047049100,+40.7035729,-073.9440999
36047049600,+40.6436870,-073.9804383
36047049900,+40.7209087,-073.9468832
36047050400,+40.6487193,-073.9735201
36047053300,+40.7037668,-073.9573601
36047055300,+40.7164576,-073.9592358
36047056300,+40.7351198,-073.9592518
36047059401,+40.5930119,-073.9476257
36047060000,+40.5870743,-073.9456922
36047060600,+40.5864642,-073.9561214
36047067400,+40.6198305,-073.9302723
36047068600,+40.6148226,-073.9172817
36047032100,+40.6668692,-073.9521834
36081036100,+40.7612829,-073.8724157
36081036300,+40.7596838,-073.8694173
36081037100,+40.7641434,-073.8636241
36081037700,+40.7556614,-073.8687135
36081037900,+40.7554736,-073.8640843
36081041300,+40.7447361,-073.8613081
36081046000,+40.7082566,-073.7934900
36081047900,+40.7354855,-073.8837114
36081050600,+40.7057930,-073.7596688
36081051100,+40.7273279,-073.9001655
36081051700,+40.7246283,-073.9002940
36081052200,+40.7004447,-073.7573683
36081053000,+40.6963382,-073.7525403
36081053900,+40.7105131,-073.9165504
36081054500,+40.7055479,-073.9126214
36081060100,+40.7152135,-073.9024125
36081061200,+40.6882912,-073.7367254
36081063000,+40.6802878,-073.7435795
36081063700,+40.7083600,-073.8622857
36081064600,+40.6727740,-073.7423254
36081070700,+40.7150711,-073.8555663
36081070900,+40.7192652,-073.8550205
36081072900,+40.7128119,-073.8521815
36081077500,+40.7091018,-073.8323371
36081079200,+40.6689234,-073.7969557
36081079300,+40.7363897,-073.8314913
36081080301,+40.7447917,-073.8308720
36081022001,+40.7136237,-073.8206481
36081024300,+40.7366667,-073.9020404
36081027000,+40.6886843,-073.7913977
36081027800,+40.6860961,-073.7829164
36081028100,+40.7522203,-073.8825920
36081033401,+40.6791764,-073.7674364
36081034700,+40.7668848,-073.8786774
36081037600,+40.6878123,-073.7541190
36081039900,+40.7518089,-073.8535818
36081040400,+40.7051937,-073.7707937
36081043900,+40.7418688,-073.8558125
36081045600,+40.7166298,-073.7939898
36081045800,+40.7152626,-073.7909261
36081046700,+40.7454564,-073.8745856
36081047800,+40.7195817,-073.7661843
36081049500,+40.7253841,-073.8904103
36081051200,+40.7104101,-073.7501194
36081113900,+40.7642305,-073.7906266
36081114700,+40.7682675,-073.8019551
36081073100,+40.7109534,-073.8463317
36081048500,+40.7397517,-073.8843383
36081062300,+40.7043812,-073.8781847
36081062900,+40.7009309,-073.8829632
36081063900,+40.7038953,-073.8569266
36081064102,+40.7020705,-073.8534862
36081066900,+40.7235670,-073.8859216
36081068200,+40.6677937,-073.7504129
36081069500,+40.7260562,-073.8675083
36081070300,+40.7162794,-073.8593568
36081018200,+40.6761566,-073.7991566
36081018600,+40.6798776,-073.7989572
36081020800,+40.6983846,-073.8068861
36081023600,+40.7073435,-073.8049191
36081024900,+40.7431151,-073.9042554
36081025800,+40.6960420,-073.7872795
36081026400,+40.6922318,-073.7857904
36081026700,+40.7453276,-073.8880322
36081027200,+40.6835772,-073.7913201
36081027400,+40.6849050,-073.7889890
36081027700,+40.7526941,-073.8779449
36081033000,+40.6701348,-073.7637361
36081035100,+40.7590997,-073.8770465
36081035800,+40.6757910,-073.7509805
36081036600,+40.6856340,-073.7630903
36081037300,+40.7597100,-073.8599795
36081038100,+40.7561213,-073.8576786
36081039800,+40.6945622,-073.7648097
36081042700,+40.7437159,-073.8538128
36081044000,+40.7026771,-073.7846237
36081044602,+40.7081869,-073.7998476
36081045400,+40.7126504,-073.7960120
36081005000,+40.6777208,-073.8549627
36081009600,+40.6809137,-073.8322684
36081011100,+40.7787953,-073.9073131
36081011600,+40.6887757,-073.8388054
36081012100,+40.7727587,-073.9035141
36081013700,+40.7689714,-073.9049147
36081014900,+40.7618538,-073.9144442
36081015400,+40.6921955,-073.8205589
36081021200,+40.7009098,-073.8116145
36081022002,+40.7132006,-073.8144642
36081024500,+40.7393540,-073.9050486
36081118900,+40.7565055,-073.8126136
36081115900,+40.7686397,-073.8207551
36081116700,+40.7621734,-073.8124434
36081117100,+40.7632564,-073.8057125
36081119900,+40.7534621,-073.8095776
36081120700,+40.7507268,-073.8008894
36081122300,+40.7349769,-073.7994552
36081130100,+40.7335029,-073.7397763
36081133300,+40.7319191,-073.7792730
36081134700,+40.7379558,-073.7811198
36081086100,+40.7568129,-073.8178758
36081086400,+40.6733398,-073.8315832
36081092800,+40.5731798,-073.8518167
36081093900,+40.7985915,-073.8428394
36081094500,+40.7927540,-073.8288779
36081098700,+40.7953927,-073.8068620
36081099900,+40.7916054,-073.7767241
36081111300,+40.7679197,-073.7626797
36081114100,+40.7690969,-073.7966895
36081115500,+40.7678382,-073.8117913
36081115700,+40.7675730,-073.8151695
36081118500,+40.7594676,-073.8038067
36081118700,+40.7596321,-073.8128802
36081119500,+40.7548673,-073.7994710
36081122701,+40.7333239,-073.8070945
36081128300,+40.7339687,-073.7687946
36081138501,+40.7555383,-073.7573134
36081142900,+40.7510646,-073.7845234
36081143500,+40.7529118,-073.7702818
36081145101,+40.7551380,-073.7846965
36081146700,+40.7612034,-073.7732141
36081049600,+40.7169502,-073.7531219
36081050000,+40.7119449,-073.7636159
36081050800,+40.7069840,-073.7554219
36081015500,+40.7600351,-073.9175962
36081017200,+40.6823328,-073.8114011
36081033402,+40.6752752,-073.7718092
36081033900,+40.7590238,-073.8798383
36081036500,+40.7595246,-073.8656054
36081036800,+40.6853212,-073.7664846
36081040000,+40.6981476,-073.7648635
36081040200,+40.7000316,-073.7687630
36081059500,+40.7137750,-073.9083422
36081056400,+40.7215544,-073.7334063
36081059200,+40.7012350,-073.7297322
36081061000,+40.6901782,-073.7432503
36081061400,+40.6861196,-073.7295117
36081063200,+40.6765163,-073.7405087
36081063301,+40.7044837,-073.8745715
36081064101,+40.6991702,-073.8516668
36081148300,+40.7758594,-073.7519701
36081157903,+40.7337950,-073.7075635
36081162100,+40.7284264,-073.7297088
36081112300,+40.7662920,-073.7712453
36081116100,+40.7668601,-073.8256989
36081116300,+40.7638178,-073.8192084
36081125700,+40.7241330,-073.8079345
36081139900,+40.7498677,-073.7624754
36081140901,+40.7465405,-073.7749009
36081144100,+40.7556677,-073.7638129
36081144700,+40.7568672,-073.7724538
36081152901,+40.7523301,-073.7336543
36081157901,+40.7447240,-073.7045820
36081103201,+40.6089555,-073.7554305
36081109700,+40.7703466,-073.7773131
36081124100,+40.7267987,-073.8024148
36081134100,+40.7352944,-073.7911783
36081137700,+40.7471258,-073.7500459
36081150701,+40.7622010,-073.7397018
36081155102,+40.7511720,-073.7151103
36081010500,+40.7827906,-073.9129484
36081009500,+40.7744651,-073.9207974
36081029400,+40.6713239,-073.7810654
36081030600,+40.6648771,-073.7803645
36081030903,+40.7579485,-073.8900649
36081030904,+40.7635831,-073.8910547
36081035700,+40.7680154,-073.8712399
36081038301,+40.7616111,-073.8416189
36081038302,+40.7429690,-073.8423984
36081042400,+40.6953923,-073.7722684
36081044400,+40.7057626,-073.7818463
36081053100,+40.7230578,-073.9083341
36081041500,+40.7466051,-073.8565990
36081042600,+40.6888726,-073.7702025
36081043400,+40.6961991,-073.7786464
36081045000,+40.7141840,-073.8047700
36081045200,+40.7145881,-073.7995605
36081046200,+40.7098547,-073.7879749
36081046800,+40.7104936,-073.7822789
36081047000,+40.7112968,-073.7772983
36081047100,+40.7409850,-073.8765640
36081047200,+40.7176257,-073.7789434
36081047300,+40.7372204,-073.8762312
36081048200,+40.7148351,-073.7679226
36081048300,+40.7417172,-073.8926967
36081049302,+40.7278550,-073.8918030
36081050400,+40.7051196,-073.7643586
36081050500,+40.7290799,-073.8747522
36081054000,+40.7127947,-073.7432243
36081054200,+40.7190741,-073.7464902
36081054900,+40.7021910,-073.9078131
36081055500,+40.6972245,-073.9032791
36081058100,+40.7039692,-073.8937889
36081147900,+40.7696001,-073.7422559
36081156700,+40.7405076,-073.7297159
36081051800,+40.7018381,-073.7520094
36081052400,+40.7012277,-073.7619595
36081003000,+40.6916415,-073.8472679
36081000700,+40.7448437,-073.9514090
36081007900,+40.7691001,-073.9299452
36081005500,+40.7537948,-073.9277888
36081004002,+40.6815294,-073.8429597
36081024700,+40.7422779,-073.8994500
36081025700,+40.7501044,-073.9051748
36081026000,+40.6927524,-073.7933078
36081026100,+40.7472116,-073.9006009
36081027900,+40.7516729,-073.8802222
36081028000,+40.6883158,-073.7797191
36081028700,+40.7509654,-073.8894359
36081073900,+40.7236929,-073.8442715
36081074100,+40.7282813,-073.8470444
36081074300,+40.7322992,-073.8492461
36081074500,+40.7361049,-073.8508368
36081077904,+40.7209651,-073.8141647
36081080900,+40.7338814,-073.8223557
36081085300,+40.7571520,-073.8276531
36081140902,+40.7449088,-073.7821539
36081145900,+40.7542091,-073.7919465
36081057700,+40.7003929,-073.8907145
36081052500,+40.7189703,-073.9066375
36081055600,+40.7255507,-073.7450034
36081060600,+40.6917471,-073.7353308
36081063800,+40.6698297,-073.7330637
36081065400,+40.6628113,-073.7402932
36081066300,+40.7211190,-073.8773457
36081068700,+40.7303105,-073.8692955
36081069400,+40.6551441,-073.7493644
36081071305,+40.7241863,-073.8514774
36081071306,+40.7261621,-073.8560468
36081071701,+40.7313333,-073.8598810
36081071702,+40.7334770,-073.8628305
36081072300,+40.7162398,-073.8477440
36081074900,+40.7132499,-073.8400754
36081075701,+40.7182200,-073.8348167
36081075702,+40.7243375,-073.8401994
36081077906,+40.7293975,-073.8187620
36081077907,+40.7249623,-073.8184802
36081077908,+40.7256168,-073.8136929
36081079701,+40.7533454,-073.8247560
36081027600,+40.6875883,-073.7862396
36081028200,+40.6849947,-073.7738873
36081028300,+40.7511737,-073.8848654
36081028500,+40.7514661,-073.8871163
36081028900,+40.7512785,-073.8919022
36081113300,+40.7641494,-073.7831519
36081107201,+40.6037709,-073.8218663
36081074700,+40.7326161,-073.8452064
36081077300,+40.7109133,-073.8352803
36081078800,+40.6703310,-073.7903645
36081081400,+40.6707019,-073.8039344
36081088400,+40.6557283,-073.8337070
36081092200,+40.5732499,-073.8598028
36081096400,+40.5925505,-073.7918429
36081097202,+40.5863940,-073.7787117
36081097300,+40.7949673,-073.8235370
36081101700,+40.7797657,-073.7982495
36081000800,+40.6873473,-073.8582587
36081001400,+40.6950787,-073.8552500
36081001600,+40.6897177,-073.8548395
36081001900,+40.7485604,-073.9450314
36081002600,+40.6972603,-073.8430922
36081002800,+40.6923881,-073.8443722
36081011000,+40.6873142,-073.8350142
36081011200,+40.6841012,-073.8390726
36081012200,+40.6964970,-073.8310666
36081012400,+40.6952063,-073.8343035
36081013400,+40.7052797,-073.8349794
36081013800,+40.7065798,-073.8251631
36081014300,+40.7662996,-073.9115113
36081015900,+40.7557869,-073.9183425
36081048400,+40.7158173,-073.7599374
36081049301,+40.7323708,-073.8942499
